user_id,timestamp,anomaly_type,probable_reason,bytes_sent,source_ip,event_type
user_070,2025-01-11 14:22:00,data_exfiltration,резкий рост исходящего трафика,136916.73,10.20.45.20,file_access
user_005,2025-01-11 14:47:11,unusual_ip_change,необычная смена IP-адреса,1325.97,185.220.100.95,login
user_088,2025-01-11 14:59:49,brute_force_login,много неуспешных входов,819.58,10.20.248.168,login
user_032,2025-01-11 15:07:09,unusual_ip_change,необычная смена IP-адреса,1260.91,185.220.100.131,login
user_057,2025-01-11 15:15:07,data_exfiltration,резкий рост исходящего трафика,111182.95,10.20.68.59,file_access
user_041,2025-01-11 15:29:09,data_exfiltration,резкий рост исходящего трафика,118644.71,10.10.249.20,file_access
user_092,2025-01-11 15:48:04,unusual_ip_change,необычная смена IP-адреса,2593.08,185.220.100.219,login
user_010,2025-01-11 16:33:14,data_exfiltration,резкий рост исходящего трафика,173604.52,10.20.213.39,file_access
user_006,2025-01-11 16:34:44,data_exfiltration,резкий рост исходящего трафика,34655.9,10.20.139.235,file_access
user_028,2025-01-11 16:56:30,brute_force_login,много неуспешных входов,580.37,10.10.133.74,login
user_085,2025-01-11 17:16:37,unusual_ip_change,необычная смена IP-адреса,1640.64,185.220.100.70,login
user_073,2025-01-11 18:14:03,data_exfiltration,резкий рост исходящего трафика,75898.63,10.10.184.246,file_access
user_049,2025-01-11 18:19:13,brute_force_login,много неуспешных входов,472.21,10.20.235.188,login
user_050,2025-01-11 18:34:12,unusual_ip_change,необычная смена IP-адреса,1030.46,185.220.100.23,login
user_065,2025-01-11 18:48:54,data_exfiltration,резкий рост исходящего трафика,131761.29,10.20.144.159,file_access
user_021,2025-01-11 22:36:44,unusual_night_activity,активность в нетипичное ночное время,3445.15,10.20.116.174,file_access
user_098,2025-01-11 23:57:58,unusual_night_activity,активность в нетипичное ночное время,1544.32,10.10.99.75,email_access
user_018,2025-01-12 01:15:16,unusual_night_activity,активность в нетипичное ночное время,2872.78,10.20.61.37,file_access
user_040,2025-01-12 03:17:55,unusual_night_activity,активность в нетипичное ночное время,2303.79,10.20.21.162,email_access
user_056,2025-01-12 03:29:49,unusual_night_activity,активность в нетипичное ночное время,3606.3,10.10.34.121,email_access
user_052,2025-01-12 04:41:34,unusual_night_activity,активность в нетипичное ночное время,4071.97,10.20.126.58,email_access
user_069,2025-01-12 05:53:53,unusual_night_activity,активность в нетипичное ночное время,2476.83,10.10.80.37,file_access
user_066,2025-01-12 08:45:57,unusual_ip_change,необычная смена IP-адреса,1160.44,185.220.100.126,login
user_033,2025-01-12 08:52:09,data_exfiltration,резкий рост исходящего трафика,143047.41,10.10.76.130,file_access
user_059,2025-01-12 09:22:06,brute_force_login,много неуспешных входов,774.12,10.10.202.235,login
user_024,2025-01-12 09:24:40,data_exfiltration,резкий рост исходящего трафика,117616.05,10.10.126.118,file_access
user_057,2025-01-12 10:53:43,data_exfiltration,резкий рост исходящего трафика,84917.49,10.10.63.247,file_access
user_089,2025-01-12 10:58:11,brute_force_login,много неуспешных входов,916.91,10.10.235.154,login
user_023,2025-01-12 11:21:57,brute_force_login,много неуспешных входов,557.46,10.10.24.70,login
user_006,2025-01-12 11:57:00,unusual_ip_change,необычная смена IP-адреса,1321.12,185.220.100.46,login
user_087,2025-01-12 12:56:05,unusual_ip_change,необычная смена IP-адреса,757.58,185.220.100.195,login
user_002,2025-01-12 13:45:58,data_exfiltration,резкий рост исходящего трафика,38845.35,10.10.24.36,file_access
user_029,2025-01-12 13:46:37,brute_force_login,много неуспешных входов,1471.91,10.10.80.212,login
user_015,2025-01-12 13:54:59,unusual_ip_change,необычная смена IP-адреса,1245.04,185.220.100.106,login
user_062,2025-01-12 14:19:43,brute_force_login,много неуспешных входов,473.44,10.10.33.216,login
user_039,2025-01-12 14:59:08,brute_force_login,много неуспешных входов,759.45,10.20.129.158,login
user_003,2025-01-12 15:03:02,unusual_ip_change,необычная смена IP-адреса,805.04,185.220.100.116,login
user_063,2025-01-12 15:21:53,data_exfiltration,резкий рост исходящего трафика,73019.81,10.10.245.181,file_access
user_012,2025-01-12 15:37:01,brute_force_login,много неуспешных входов,508.12,10.20.167.133,login
user_097,2025-01-12 15:46:22,data_exfiltration,резкий рост исходящего трафика,20037.59,10.20.197.163,file_access
user_004,2025-01-12 16:27:21,data_exfiltration,резкий рост исходящего трафика,88964.7,10.10.58.49,file_access
user_047,2025-01-12 16:38:22,unusual_ip_change,необычная смена IP-адреса,975.41,185.220.100.236,login
user_066,2025-01-12 17:13:17,brute_force_login,много неуспешных входов,637.29,10.20.132.136,login
user_041,2025-01-12 17:31:01,unusual_ip_change,необычная смена IP-адреса,835.13,185.220.100.132,login
user_080,2025-01-12 17:41:15,brute_force_login,много неуспешных входов,622.0,10.10.214.127,login
user_097,2025-01-12 17:54:43,brute_force_login,много неуспешных входов,596.94,10.10.115.24,login
user_077,2025-01-12 18:12:04,unusual_ip_change,необычная смена IP-адреса,833.07,185.220.100.11,login
user_091,2025-01-12 18:22:12,brute_force_login,много неуспешных входов,674.72,10.10.87.190,login
user_030,2025-01-12 18:42:48,data_exfiltration,резкий рост исходящего трафика,66313.03,10.10.186.23,file_access
user_068,2025-01-12 22:02:05,unusual_night_activity,активность в нетипичное ночное время,1711.01,10.10.171.210,web_request
user_029,2025-01-13 01:39:47,unusual_night_activity,активность в нетипичное ночное время,5444.03,10.20.27.211,email_access
user_087,2025-01-13 02:08:47,unusual_night_activity,активность в нетипичное ночное время,3191.66,10.20.34.91,email_access
user_002,2025-01-13 03:46:26,unusual_night_activity,активность в нетипичное ночное время,3165.22,10.10.24.36,email_access
user_029,2025-01-13 05:59:45,unusual_night_activity,активность в нетипичное ночное время,3655.01,10.10.80.212,web_request
user_074,2025-01-13 08:12:24,data_exfiltration,резкий рост исходящего трафика,89702.38,10.20.188.247,file_access
user_036,2025-01-13 08:32:16,data_exfiltration,резкий рост исходящего трафика,17111.64,10.10.61.181,file_access
user_007,2025-01-13 09:48:58,data_exfiltration,резкий рост исходящего трафика,41808.95,10.10.231.201,file_access
user_059,2025-01-13 10:08:11,brute_force_login,много неуспешных входов,902.57,10.10.202.235,login
user_007,2025-01-13 10:23:51,brute_force_login,много неуспешных входов,521.18,10.10.231.201,login
user_072,2025-01-13 10:43:00,unusual_ip_change,необычная смена IP-адреса,1151.13,185.220.100.38,login
user_095,2025-01-13 10:45:12,unusual_ip_change,необычная смена IP-адреса,1472.55,185.220.100.107,login
user_014,2025-01-13 10:49:06,unusual_ip_change,необычная смена IP-адреса,2272.16,185.220.100.211,login
user_033,2025-01-13 12:13:36,brute_force_login,много неуспешных входов,448.19,10.20.111.99,login
user_057,2025-01-13 12:36:43,brute_force_login,много неуспешных входов,508.86,10.10.63.247,login
user_030,2025-01-13 12:48:08,data_exfiltration,резкий рост исходящего трафика,31214.35,10.20.82.27,file_access
user_080,2025-01-13 13:14:55,data_exfiltration,резкий рост исходящего трафика,34818.57,10.10.214.127,file_access
user_045,2025-01-13 13:28:52,brute_force_login,много неуспешных входов,356.09,10.20.59.147,login
user_083,2025-01-13 14:38:09,data_exfiltration,резкий рост исходящего трафика,154466.76,10.20.226.79,file_access
user_066,2025-01-13 14:43:09,data_exfiltration,резкий рост исходящего трафика,99375.23,10.20.132.136,file_access
user_074,2025-01-13 16:05:00,brute_force_login,много неуспешных входов,523.33,10.20.188.247,login
user_093,2025-01-13 16:40:43,brute_force_login,много неуспешных входов,502.94,10.20.80.131,login
user_077,2025-01-13 16:42:51,data_exfiltration,резкий рост исходящего трафика,16034.29,10.20.50.195,file_access
user_083,2025-01-13 16:50:42,brute_force_login,много неуспешных входов,297.2,10.20.226.79,login
user_011,2025-01-13 17:06:28,brute_force_login,много неуспешных входов,630.75,10.10.70.245,login
user_062,2025-01-13 17:07:35,data_exfiltration,резкий рост исходящего трафика,76298.38,10.20.162.220,file_access
user_062,2025-01-13 17:33:39,data_exfiltration,резкий рост исходящего трафика,132827.54,10.20.162.220,file_access
user_001,2025-01-13 18:01:05,data_exfiltration,резкий рост исходящего трафика,84157.31,10.20.198.28,file_access
user_085,2025-01-13 18:05:19,brute_force_login,много неуспешных входов,1116.22,10.20.242.37,login
user_028,2025-01-13 18:07:04,data_exfiltration,резкий рост исходящего трафика,97693.01,10.20.72.221,file_access
user_071,2025-01-13 18:18:17,data_exfiltration,резкий рост исходящего трафика,36615.37,10.10.166.225,file_access
user_067,2025-01-14 00:10:32,unusual_night_activity,активность в нетипичное ночное время,2311.28,10.10.184.157,web_request
user_033,2025-01-14 00:53:46,unusual_night_activity,активность в нетипичное ночное время,2936.81,10.10.76.130,email_access
user_078,2025-01-14 01:11:00,unusual_night_activity,активность в нетипичное ночное время,2579.18,10.10.1.109,web_request
user_022,2025-01-14 08:14:43,data_exfiltration,резкий рост исходящего трафика,73256.19,10.20.5.9,file_access
user_062,2025-01-14 09:00:57,brute_force_login,много неуспешных входов,701.34,10.20.162.220,login
user_006,2025-01-14 09:35:26,unusual_ip_change,необычная смена IP-адреса,1451.39,185.220.100.46,login
user_046,2025-01-14 09:50:47,brute_force_login,много неуспешных входов,789.25,10.20.30.119,login
user_042,2025-01-14 09:55:37,data_exfiltration,резкий рост исходящего трафика,74682.48,10.10.73.88,file_access
user_047,2025-01-14 09:56:53,data_exfiltration,резкий рост исходящего трафика,88159.07,10.10.135.240,file_access
user_091,2025-01-14 10:04:02,brute_force_login,много неуспешных входов,575.54,10.20.140.147,login
user_066,2025-01-14 10:09:30,data_exfiltration,резкий рост исходящего трафика,56847.11,10.20.132.136,file_access
user_003,2025-01-14 10:31:03,brute_force_login,много неуспешных входов,610.94,10.10.46.193,login
user_020,2025-01-14 10:38:37,brute_force_login,много неуспешных входов,736.69,10.20.66.222,login
user_021,2025-01-14 11:05:54,unusual_ip_change,необычная смена IP-адреса,827.73,185.220.100.139,login
user_051,2025-01-14 11:08:31,brute_force_login,много неуспешных входов,713.32,10.10.205.145,login
user_071,2025-01-14 11:17:19,data_exfiltration,резкий рост исходящего трафика,50384.83,10.10.166.225,file_access
user_008,2025-01-14 11:49:11,unusual_ip_change,необычная смена IP-адреса,1639.43,185.220.100.168,login
user_062,2025-01-14 12:17:50,data_exfiltration,резкий рост исходящего трафика,98545.1,10.20.162.220,file_access
user_001,2025-01-14 12:51:58,data_exfiltration,резкий рост исходящего трафика,46846.04,10.10.22.225,file_access
user_057,2025-01-14 13:42:05,data_exfiltration,резкий рост исходящего трафика,70270.82,10.20.68.59,file_access
user_096,2025-01-14 14:08:56,brute_force_login,много неуспешных входов,714.21,10.10.95.79,login
user_079,2025-01-14 14:35:19,data_exfiltration,резкий рост исходящего трафика,41179.52,10.10.171.72,file_access
user_028,2025-01-14 14:50:51,unusual_ip_change,необычная смена IP-адреса,1204.87,185.220.100.15,login
user_044,2025-01-14 14:52:49,data_exfiltration,резкий рост исходящего трафика,59353.19,10.20.162.94,file_access
user_053,2025-01-14 16:44:39,brute_force_login,много неуспешных входов,633.45,10.10.72.71,login
user_077,2025-01-14 16:44:45,unusual_ip_change,необычная смена IP-адреса,919.4,185.220.100.11,login
user_099,2025-01-14 17:02:00,brute_force_login,много неуспешных входов,460.15,10.10.106.243,login
user_032,2025-01-14 17:58:30,unusual_ip_change,резкий рост исходящего трафика,3192.5,185.220.100.131,login
user_015,2025-01-14 18:21:46,brute_force_login,много неуспешных входов,776.28,10.10.111.48,login
user_072,2025-01-14 18:23:07,data_exfiltration,резкий рост исходящего трафика,112934.15,10.10.217.181,file_access
user_075,2025-01-14 18:44:51,unusual_ip_change,необычная смена IP-адреса,530.03,185.220.100.42,login
user_022,2025-01-14 18:52:45,brute_force_login,много неуспешных входов,349.26,10.10.45.71,login
user_033,2025-01-14 22:03:37,unusual_night_activity,активность в нетипичное ночное время,2130.83,10.10.76.130,email_access
user_018,2025-01-14 22:50:34,unusual_night_activity,активность в нетипичное ночное время,3903.61,10.10.114.56,file_access
user_013,2025-01-15 03:21:48,unusual_night_activity,активность в нетипичное ночное время,5035.6,10.20.143.39,file_access
user_090,2025-01-15 03:42:58,unusual_night_activity,активность в нетипичное ночное время,4050.31,10.10.146.139,file_access
user_049,2025-01-15 08:16:39,unusual_ip_change,необычная смена IP-адреса,1196.45,185.220.100.117,login
user_002,2025-01-15 08:20:13,data_exfiltration,резкий рост исходящего трафика,97989.43,10.20.188.85,file_access
user_071,2025-01-15 08:23:38,data_exfiltration,резкий рост исходящего трафика,88528.45,10.10.166.225,file_access
user_072,2025-01-15 08:23:48,data_exfiltration,резкий рост исходящего трафика,33287.5,10.10.217.181,file_access
user_010,2025-01-15 08:27:17,unusual_ip_change,необычная смена IP-адреса,1813.68,185.220.100.57,login
user_079,2025-01-15 09:13:19,unusual_ip_change,необычная смена IP-адреса,2667.35,185.220.100.203,login
user_030,2025-01-15 10:05:54,data_exfiltration,резкий рост исходящего трафика,79268.52,10.10.186.23,file_access
user_002,2025-01-15 10:31:19,unusual_ip_change,необычная смена IP-адреса,1202.79,185.220.100.189,login
user_095,2025-01-15 10:34:23,brute_force_login,много неуспешных входов,539.01,10.20.190.28,login
user_077,2025-01-15 11:40:18,brute_force_login,много неуспешных входов,578.28,10.20.50.195,login
user_094,2025-01-15 11:44:03,brute_force_login,много неуспешных входов,589.84,10.10.18.123,login
user_057,2025-01-15 12:11:46,brute_force_login,много неуспешных входов,608.85,10.20.68.59,login
user_051,2025-01-15 14:51:40,brute_force_login,много неуспешных входов,836.25,10.20.100.199,login
user_038,2025-01-15 14:52:52,data_exfiltration,резкий рост исходящего трафика,44276.22,10.10.128.48,file_access
user_060,2025-01-15 16:17:25,brute_force_login,много неуспешных входов,523.52,10.20.125.63,login
user_097,2025-01-15 16:18:40,brute_force_login,много неуспешных входов,799.32,10.10.115.24,login
user_055,2025-01-15 16:24:36,data_exfiltration,резкий рост исходящего трафика,106411.15,10.20.205.75,file_access
user_037,2025-01-15 16:49:01,brute_force_login,много неуспешных входов,650.8,10.10.11.128,login
user_005,2025-01-15 16:57:25,unusual_ip_change,необычная смена IP-адреса,1225.36,185.220.100.95,login
user_032,2025-01-15 17:41:34,brute_force_login,много неуспешных входов,695.86,10.10.243.232,login
user_008,2025-01-15 17:41:48,data_exfiltration,резкий рост исходящего трафика,87563.6,10.20.144.129,file_access
user_049,2025-01-15 18:00:19,data_exfiltration,резкий рост исходящего трафика,128548.31,10.10.234.70,file_access
user_084,2025-01-15 18:01:19,brute_force_login,много неуспешных входов,633.34,10.10.47.2,login
user_001,2025-01-15 18:22:22,data_exfiltration,резкий рост исходящего трафика,62817.73,10.20.198.28,file_access
user_083,2025-01-15 22:57:38,unusual_night_activity,активность в нетипичное ночное время,1612.57,10.10.56.30,email_access
user_062,2025-01-15 23:26:54,unusual_night_activity,активность в нетипичное ночное время,1703.55,10.10.33.216,file_access
user_007,2025-01-15 23:38:42,unusual_night_activity,активность в нетипичное ночное время,4832.49,10.10.231.201,web_request
user_064,2025-01-15 23:47:41,unusual_night_activity,активность в нетипичное ночное время,1833.38,10.20.23.25,web_request
user_061,2025-01-15 23:54:39,unusual_night_activity,активность в нетипичное ночное время,4684.17,10.10.45.67,email_access
user_051,2025-01-16 00:17:35,unusual_night_activity,активность в нетипичное ночное время,2834.95,10.10.205.145,email_access
user_038,2025-01-16 00:45:39,unusual_night_activity,активность в нетипичное ночное время,3837.89,10.10.128.48,web_request
user_072,2025-01-16 01:48:23,unusual_night_activity,активность в нетипичное ночное время,10734.3,10.10.217.181,file_access
user_018,2025-01-16 02:49:24,unusual_night_activity,активность в нетипичное ночное время,2968.74,10.20.61.37,file_access
user_091,2025-01-16 03:26:46,unusual_night_activity,активность в нетипичное ночное время,2570.61,10.10.87.190,file_access
user_028,2025-01-16 03:46:52,unusual_night_activity,активность в нетипичное ночное время,2678.9,10.10.133.74,web_request
user_063,2025-01-16 05:35:09,unusual_night_activity,активность в нетипичное ночное время,3132.38,10.20.245.111,email_access
user_006,2025-01-16 05:54:03,unusual_night_activity,активность в нетипичное ночное время,2379.36,10.10.119.123,email_access
user_065,2025-01-16 08:31:16,data_exfiltration,резкий рост исходящего трафика,121585.07,10.10.33.35,file_access
user_045,2025-01-16 08:43:41,data_exfiltration,резкий рост исходящего трафика,34767.67,10.20.59.147,file_access
user_005,2025-01-16 09:01:19,unusual_ip_change,необычная смена IP-адреса,1404.3,185.220.100.95,login
user_051,2025-01-16 09:03:14,data_exfiltration,резкий рост исходящего трафика,85898.42,10.20.100.199,file_access
user_045,2025-01-16 09:10:08,brute_force_login,много неуспешных входов,631.02,10.20.59.147,login
user_079,2025-01-16 09:24:54,unusual_ip_change,необычная смена IP-адреса,513.84,185.220.100.203,login
user_063,2025-01-16 10:30:39,unusual_ip_change,необычная смена IP-адреса,933.82,185.220.100.245,login
user_093,2025-01-16 11:24:30,unusual_ip_change,необычная смена IP-адреса,897.24,185.220.100.23,login
user_049,2025-01-16 11:24:43,data_exfiltration,резкий рост исходящего трафика,38040.98,10.10.234.70,file_access
user_051,2025-01-16 11:30:04,brute_force_login,много неуспешных входов,676.07,10.20.100.199,login
user_038,2025-01-16 11:31:24,data_exfiltration,резкий рост исходящего трафика,68874.03,10.10.128.48,file_access
user_088,2025-01-16 12:13:05,brute_force_login,много неуспешных входов,459.59,10.10.156.103,login
user_023,2025-01-16 12:32:33,unusual_ip_change,необычная смена IP-адреса,585.63,185.220.100.52,login
user_013,2025-01-16 13:20:50,brute_force_login,много неуспешных входов,610.08,10.20.143.39,login
user_027,2025-01-16 14:43:08,unusual_ip_change,резкий рост исходящего трафика,4255.69,185.220.100.138,login
user_004,2025-01-16 15:56:43,data_exfiltration,резкий рост исходящего трафика,104469.22,10.10.58.49,file_access
user_009,2025-01-16 16:08:44,data_exfiltration,резкий рост исходящего трафика,102372.1,10.20.213.8,file_access
user_010,2025-01-16 16:14:58,brute_force_login,много неуспешных входов,582.47,10.20.213.39,login
user_018,2025-01-16 16:15:20,brute_force_login,много неуспешных входов,546.84,10.20.61.37,login
user_004,2025-01-16 16:59:20,unusual_ip_change,необычная смена IP-адреса,1137.88,185.220.100.25,login
user_063,2025-01-16 17:04:55,brute_force_login,много неуспешных входов,950.05,10.20.245.111,login
user_060,2025-01-16 18:11:40,data_exfiltration,резкий рост исходящего трафика,85926.05,10.20.125.63,file_access
user_066,2025-01-16 18:21:46,brute_force_login,много неуспешных входов,327.9,10.20.132.136,login
user_014,2025-01-16 18:26:48,data_exfiltration,резкий рост исходящего трафика,429395.39,10.10.54.244,file_access
user_040,2025-01-16 23:04:45,unusual_night_activity,активность в нетипичное ночное время,3634.63,10.10.205.213,file_access
user_053,2025-01-17 02:59:33,unusual_night_activity,активность в нетипичное ночное время,2966.17,10.10.72.71,web_request
user_008,2025-01-17 03:05:14,unusual_night_activity,активность в нетипичное ночное время,3703.63,10.20.144.129,email_access
user_030,2025-01-17 05:58:46,unusual_night_activity,активность в нетипичное ночное время,3447.03,10.20.82.27,email_access
user_072,2025-01-17 08:10:59,data_exfiltration,резкий рост исходящего трафика,68101.84,10.10.217.181,file_access
user_065,2025-01-17 08:11:42,data_exfiltration,резкий рост исходящего трафика,49208.7,10.10.33.35,file_access
user_096,2025-01-17 08:25:44,unusual_ip_change,необычная смена IP-адреса,1028.15,185.220.100.151,login
user_093,2025-01-17 10:21:16,data_exfiltration,резкий рост исходящего трафика,49610.51,10.10.62.249,file_access
user_058,2025-01-17 10:46:41,data_exfiltration,резкий рост исходящего трафика,81688.85,10.10.59.143,file_access
user_049,2025-01-17 11:40:11,brute_force_login,много неуспешных входов,793.1,10.10.234.70,login
user_087,2025-01-17 12:26:52,unusual_ip_change,резкий рост исходящего трафика,3236.9,185.220.100.195,login
user_007,2025-01-17 12:27:49,data_exfiltration,резкий рост исходящего трафика,38759.3,10.20.94.217,file_access
user_001,2025-01-17 12:34:38,unusual_ip_change,необычная смена IP-адреса,1301.73,185.220.100.57,login
user_029,2025-01-17 13:32:33,data_exfiltration,резкий рост исходящего трафика,11595.31,10.10.80.212,file_access
user_056,2025-01-17 13:35:04,data_exfiltration,резкий рост исходящего трафика,47575.75,10.20.82.185,file_access
user_013,2025-01-17 15:13:00,brute_force_login,много неуспешных входов,796.44,10.20.143.39,login
user_072,2025-01-17 15:36:22,brute_force_login,много неуспешных входов,752.57,10.20.31.115,login
user_006,2025-01-17 15:52:32,data_exfiltration,резкий рост исходящего трафика,43246.29,10.10.119.123,file_access
user_049,2025-01-17 16:04:17,data_exfiltration,резкий рост исходящего трафика,40602.62,10.20.235.188,file_access
user_058,2025-01-17 16:24:35,unusual_ip_change,необычная смена IP-адреса,1200.77,185.220.100.96,login
user_053,2025-01-17 16:39:10,data_exfiltration,резкий рост исходящего трафика,84528.77,10.20.12.164,file_access
user_057,2025-01-17 17:02:30,data_exfiltration,резкий рост исходящего трафика,52329.08,10.20.68.59,file_access
user_005,2025-01-17 17:20:33,data_exfiltration,резкий рост исходящего трафика,103141.11,10.20.248.118,file_access
user_079,2025-01-17 17:26:57,data_exfiltration,резкий рост исходящего трафика,104046.51,10.10.171.72,file_access
user_032,2025-01-17 18:13:20,unusual_ip_change,необычная смена IP-адреса,999.73,185.220.100.131,login
user_013,2025-01-17 23:24:11,unusual_night_activity,активность в нетипичное ночное время,2522.86,10.20.143.39,web_request
user_049,2025-01-18 00:00:28,unusual_night_activity,активность в нетипичное ночное время,5868.32,10.20.235.188,file_access
user_075,2025-01-18 00:15:16,unusual_night_activity,активность в нетипичное ночное время,5030.5,10.20.214.56,web_request
user_074,2025-01-18 00:37:22,unusual_night_activity,активность в нетипичное ночное время,2305.5,10.10.77.79,web_request
user_067,2025-01-18 00:37:53,unusual_night_activity,активность в нетипичное ночное время,2081.81,10.20.22.124,email_access
user_065,2025-01-18 00:48:08,unusual_night_activity,активность в нетипичное ночное время,1299.52,10.10.33.35,web_request
user_010,2025-01-18 01:26:15,unusual_night_activity,активность в нетипичное ночное время,2668.18,10.10.174.180,file_access
user_005,2025-01-18 02:44:21,unusual_night_activity,активность в нетипичное ночное время,2403.52,10.10.17.107,file_access
user_097,2025-01-18 04:37:32,unusual_night_activity,активность в нетипичное ночное время,6487.98,10.10.115.24,email_access
user_071,2025-01-18 08:25:35,data_exfiltration,резкий рост исходящего трафика,68622.15,10.20.252.138,file_access
user_085,2025-01-18 08:27:52,unusual_ip_change,необычная смена IP-адреса,388.08,185.220.100.70,login
user_001,2025-01-18 08:37:27,data_exfiltration,резкий рост исходящего трафика,150241.66,10.10.22.225,file_access
user_078,2025-01-18 08:56:02,brute_force_login,много неуспешных входов,653.68,10.10.1.109,login
user_049,2025-01-18 09:22:24,unusual_ip_change,необычная смена IP-адреса,2031.85,185.220.100.117,login
user_043,2025-01-18 09:32:28,data_exfiltration,резкий рост исходящего трафика,35728.19,10.10.191.174,file_access
user_094,2025-01-18 09:56:02,brute_force_login,много неуспешных входов,782.08,10.10.18.123,login
user_020,2025-01-18 10:02:31,brute_force_login,много неуспешных входов,931.43,10.20.66.222,login
user_035,2025-01-18 10:16:28,unusual_ip_change,необычная смена IP-адреса,1153.9,185.220.100.233,login
user_004,2025-01-18 10:27:09,brute_force_login,много неуспешных входов,646.82,10.10.58.49,login
user_023,2025-01-18 12:11:43,unusual_ip_change,необычная смена IP-адреса,2476.75,185.220.100.52,login
user_015,2025-01-18 13:09:55,unusual_ip_change,необычная смена IP-адреса,1107.79,185.220.100.106,login
user_043,2025-01-18 13:16:01,unusual_ip_change,необычная смена IP-адреса,925.92,185.220.100.184,login
user_100,2025-01-18 13:50:13,data_exfiltration,резкий рост исходящего трафика,40604.73,10.20.128.190,file_access
user_045,2025-01-18 14:26:45,brute_force_login,много неуспешных входов,1308.52,10.10.118.136,login
user_089,2025-01-18 15:14:13,unusual_ip_change,необычная смена IP-адреса,658.15,185.220.100.32,login
user_074,2025-01-18 15:42:29,unusual_ip_change,необычная смена IP-адреса,842.74,185.220.100.194,login
user_081,2025-01-18 15:52:51,data_exfiltration,резкий рост исходящего трафика,148903.16,10.20.217.220,file_access
user_032,2025-01-18 16:01:35,data_exfiltration,резкий рост исходящего трафика,65650.46,10.10.243.232,file_access
user_094,2025-01-18 16:11:45,brute_force_login,много неуспешных входов,547.64,10.10.18.123,login
user_001,2025-01-18 16:22:10,unusual_ip_change,необычная смена IP-адреса,1527.54,185.220.100.57,login
user_068,2025-01-18 16:23:08,data_exfiltration,резкий рост исходящего трафика,41284.34,10.10.171.210,file_access
user_035,2025-01-18 17:55:07,brute_force_login,много неуспешных входов,578.05,10.20.24.55,login
user_074,2025-01-18 18:36:07,unusual_ip_change,необычная смена IP-адреса,1165.63,185.220.100.194,login
user_039,2025-01-18 22:51:19,unusual_night_activity,активность в нетипичное ночное время,2829.18,10.10.75.237,email_access
user_017,2025-01-18 23:51:47,unusual_night_activity,активность в нетипичное ночное время,4497.86,10.10.183.140,email_access
user_058,2025-01-19 00:10:47,unusual_night_activity,активность в нетипичное ночное время,2361.88,10.20.129.75,email_access
user_072,2025-01-19 01:09:49,unusual_night_activity,активность в нетипичное ночное время,1839.06,10.20.31.115,email_access
user_006,2025-01-19 01:11:26,unusual_night_activity,активность в нетипичное ночное время,2790.47,10.20.139.235,email_access
user_037,2025-01-19 01:25:36,unusual_night_activity,активность в нетипичное ночное время,3360.97,10.20.50.79,email_access
user_020,2025-01-19 01:53:39,unusual_night_activity,активность в нетипичное ночное время,2045.23,10.20.66.222,file_access
user_033,2025-01-19 02:31:22,unusual_night_activity,активность в нетипичное ночное время,5888.51,10.20.111.99,web_request
user_085,2025-01-19 02:31:27,unusual_night_activity,активность в нетипичное ночное время,2514.88,10.20.242.37,web_request
user_009,2025-01-19 03:00:53,unusual_night_activity,активность в нетипичное ночное время,1887.21,10.10.196.140,email_access
user_074,2025-01-19 04:36:47,unusual_night_activity,активность в нетипичное ночное время,2648.31,10.20.188.247,web_request
user_022,2025-01-19 08:29:36,unusual_ip_change,необычная смена IP-адреса,485.84,185.220.100.189,login
user_057,2025-01-19 08:33:28,data_exfiltration,резкий рост исходящего трафика,35278.44,10.10.63.247,file_access
user_020,2025-01-19 08:36:39,data_exfiltration,резкий рост исходящего трафика,134663.01,10.20.66.222,file_access
user_012,2025-01-19 09:54:04,brute_force_login,много неуспешных входов,608.38,10.10.29.89,login
user_066,2025-01-19 10:05:15,data_exfiltration,резкий рост исходящего трафика,79924.44,10.10.195.139,file_access
user_021,2025-01-19 10:45:29,data_exfiltration,резкий рост исходящего трафика,96855.26,10.10.32.176,file_access
user_045,2025-01-19 11:40:05,brute_force_login,много неуспешных входов,741.35,10.10.118.136,login
user_020,2025-01-19 12:06:15,brute_force_login,много неуспешных входов,816.97,10.10.248.18,login
user_032,2025-01-19 12:18:34,data_exfiltration,резкий рост исходящего трафика,126190.27,10.20.159.47,file_access
user_051,2025-01-19 12:55:08,brute_force_login,много неуспешных входов,589.78,10.20.100.199,login
user_062,2025-01-19 13:04:52,data_exfiltration,резкий рост исходящего трафика,64865.82,10.10.33.216,file_access
user_001,2025-01-19 13:14:28,brute_force_login,много неуспешных входов,483.54,10.20.198.28,login
user_007,2025-01-19 13:26:39,data_exfiltration,резкий рост исходящего трафика,118379.42,10.10.231.201,file_access
user_085,2025-01-19 13:59:40,unusual_ip_change,необычная смена IP-адреса,1292.32,185.220.100.70,login
user_096,2025-01-19 14:51:21,brute_force_login,много неуспешных входов,512.94,10.10.95.79,login
user_017,2025-01-19 14:54:10,data_exfiltration,резкий рост исходящего трафика,87983.65,10.20.41.79,file_access
user_064,2025-01-19 14:56:07,data_exfiltration,резкий рост исходящего трафика,114968.16,10.10.203.134,file_access
user_075,2025-01-19 15:35:00,data_exfiltration,резкий рост исходящего трафика,32297.88,10.20.214.56,file_access
