sequence_index,y_true,reconstruction_error,pred
1246,1,124568.64,0
1247,0,60270.9,0
1248,0,134826.31,0
1249,0,143007.25,0
1250,1,156675.05,0
1251,1,55899.53,0
1252,1,146269.1,0
1253,0,42061.38,0
1254,0,166606.2,0
1255,1,115776.86,0
1256,1,87044.84,0
1257,1,131554.22,0
1258,1,160713.34,0
1259,1,177875.45,1
1260,0,169923.08,0
1261,0,135112.27,0
1262,0,110703.41,0
1263,1,71214.98,0
1264,0,124315.12,0
1265,1,214095.88,1
1266,0,118866.03,0
1267,0,138444.83,0
1268,0,139202.4,0
1269,0,201342.64,1
1270,0,55330.15,0
1271,0,58390.344,0
1272,1,109007.92,0
1273,1,130530.3,0
1274,0,103510.75,0
1275,0,117757.41,0
1276,1,64414.19,0
1277,1,125084.62,0
1278,0,144269.4,0
1279,0,145070.48,0
1280,0,93600.83,0
1281,1,137518.34,0
1282,0,102778.96,0
1283,1,126483.69,0
1284,0,144438.0,0
1285,0,65014.8,0
1286,0,133286.0,0
1287,0,150469.62,0
1288,0,127144.48,0
1289,0,142061.14,0
1290,0,113070.31,0
1291,0,151061.23,0
1292,0,113978.23,0
1293,0,111888.55,0
1294,1,146707.48,0
1295,0,184232.38,1
1296,1,135982.73,0
1297,0,151577.12,0
1298,0,187263.69,1
1299,1,168291.81,0
1300,1,114682.0,0
1301,1,100163.41,0
1302,1,126456.31,0
1303,0,119147.82,0
1304,0,111103.77,0
1305,0,115716.47,0
1306,0,142912.48,0
1307,1,104430.39,0
1308,0,110919.57,0
1309,0,180845.6,1
1310,1,98804.89,0
1311,1,129138.77,0
1312,1,139065.56,0
1313,1,97521.61,0
1314,1,99632.01,0
1315,0,137834.2,0
1316,0,107051.55,0
1317,0,155694.19,0
1318,1,88158.3,0
1319,1,159476.33,0
1320,1,72319.47,0
1321,1,139002.8,0
1322,0,61552.41,0
1323,0,80332.19,0
1324,0,161121.97,0
1325,1,138333.61,0
1326,0,91092.57,0
1327,0,128180.25,0
1328,0,133452.61,0
1329,1,88354.26,0
1330,1,157290.38,0
1331,0,129154.27,0
1332,0,178520.2,1
1333,0,114507.66,0
1334,1,125571.4,0
1335,1,129143.74,0
1336,1,132255.56,0
1337,0,128490.95,0
1338,0,102025.26,0
1339,1,95674.44,0
1340,1,123411.08,0
1341,0,88490.2,0
1342,0,162399.81,0
1343,0,133422.81,0
1344,0,132452.72,0
1345,1,97165.72,0
1346,0,169684.16,0
1347,0,92282.04,0
1348,1,105439.1,0
1349,0,95996.66,0
1350,0,113527.91,0
1351,1,139390.98,0
1352,1,59434.664,0
1353,0,110610.97,0
1354,1,65807.11,0
1355,0,128730.93,0
1356,0,129099.3,0
1357,1,104891.18,0
1358,0,110673.46,0
1359,1,94332.21,0
1360,0,88234.2,0
1361,0,58827.746,0
1362,1,136683.67,0
1363,1,103968.12,0
1364,0,94366.52,0
1365,1,130424.84,0
1366,1,83909.83,0
1367,1,143185.34,0
1368,1,149014.53,0
1369,1,114489.09,0
1370,1,113160.68,0
1371,1,124778.3,0
1372,1,50345.55,0
1373,0,118333.02,0
1374,0,111493.76,0
1375,1,72947.88,0
1376,0,128301.53,0
1377,0,145559.98,0
1378,1,108853.66,0
1379,1,79500.76,0
1380,1,88443.81,0
1381,0,149619.42,0
1382,0,110864.53,0
1383,0,171762.22,0
1384,1,116808.52,0
1385,1,157393.53,0
1386,1,94894.72,0
1387,0,166113.7,0
1388,1,146423.97,0
1389,0,104207.96,0
1390,0,182971.06,1
1391,0,137868.1,0
1392,1,117257.84,0
1393,1,95878.27,0
1394,1,43156.465,0
1395,0,151441.33,0
1396,0,111535.27,0
1397,1,181233.12,1
1398,0,69973.55,0
1399,1,134835.56,0
1400,1,136363.83,0
1401,1,34384.344,0
1402,0,137901.7,0
1403,0,93045.65,0
1404,1,136235.67,0
1405,1,64100.87,0
1406,0,142351.56,0
1407,0,120256.6,0
1408,1,208217.73,1
1409,0,192513.69,1
1410,0,105094.89,0
1411,0,154187.72,0
1412,0,78813.64,0
1413,1,117606.53,0
1414,1,87840.28,0
1415,0,134172.6,0
1416,0,136967.83,0
1417,0,194030.27,1
1418,0,176618.86,0
1419,1,162299.94,0
1420,1,140025.11,0
1421,1,184284.6,1
1422,1,134814.58,0
1423,1,158639.88,0
1424,1,147091.52,0
1425,0,158193.02,0
1426,0,153029.33,0
1427,1,156960.8,0
1428,1,138058.98,0
1429,0,111988.92,0
1430,0,154379.08,0
1431,0,93581.51,0
1432,1,147729.38,0
1433,0,114873.79,0
1434,1,111892.19,0
1435,0,122164.68,0
1436,1,149237.56,0
1437,0,122878.35,0
1438,1,91442.28,0
1439,1,117045.77,0
1440,0,138607.62,0
1441,0,110559.48,0
1442,0,160917.6,0
1443,1,119974.94,0
1444,1,173285.27,0
1445,1,99475.57,0
1446,1,68763.31,0
1447,0,124905.22,0
1448,0,152917.52,0
1449,0,96305.76,0
1450,0,111684.54,0
1451,1,128644.63,0
1452,0,115314.11,0
1453,0,144837.27,0
1454,1,72442.75,0
1455,1,109141.73,0
1456,1,136230.17,0
1457,0,64285.7,0
1458,0,98202.61,0
1459,0,180648.95,1
1460,1,177213.52,0
1461,0,152880.67,0
1462,1,99669.11,0
1463,0,46936.51,0
1464,0,180580.0,1
1465,0,156055.69,0
1466,1,170419.19,0
1467,1,74524.45,0
1468,0,114607.6,0
1469,1,65745.48,0
1470,1,109404.07,0
1471,1,84829.43,0
1472,1,103551.45,0
1473,1,112936.15,0
1474,0,168722.4,0
1475,1,171346.86,0
1476,1,187593.86,1
1477,1,131187.42,0
1478,1,90946.63,0
1479,0,99290.06,0
1480,0,120045.06,0
1481,0,80355.67,0
1482,1,119175.74,0
1483,1,76229.47,0
1484,0,89235.32,0
1485,0,134414.02,0
1486,1,183047.31,1
1487,1,169810.92,0
1488,0,112878.82,0
1489,0,145593.12,0
1490,0,144873.44,0
1491,1,94205.48,0
1492,0,114847.21,0
1493,1,111796.63,0
1494,0,75671.13,0
1495,0,108099.81,0
1496,0,117252.25,0
1497,1,145666.19,0
1498,1,189518.7,1
1499,1,88382.08,0
1500,1,109608.11,0
1501,0,132219.98,0
1502,1,35070.477,0
1503,1,176534.1,0
1504,1,122582.57,0
1505,1,103514.68,0
1506,1,129501.17,0
1507,1,119252.66,0
1508,1,137278.0,0
1509,0,131327.53,0
1510,1,87764.95,0
1511,1,142850.33,0
1512,0,85625.03,0
1513,0,132552.48,0
1514,0,80918.125,0
1515,1,124772.56,0
1516,0,74669.02,0
1517,0,103786.96,0
1518,1,82188.055,0
1519,0,128647.5,0
1520,0,123563.53,0
1521,0,167015.12,0
1522,0,125733.89,0
1523,0,83035.53,0
1524,0,95231.75,0
1525,0,93062.79,0
1526,1,141061.05,0
1527,1,136417.33,0
1528,0,121866.54,0
1529,0,119030.02,0
1530,1,97254.19,0
1531,0,112988.34,0
1532,0,155582.02,0
1533,1,101600.89,0
1534,0,161740.02,0
1535,0,139508.3,0
1536,0,116843.29,0
1537,1,116142.11,0
1538,1,153255.42,0
1539,0,119711.3,0
1540,1,97681.73,0
1541,1,195012.72,1
1542,1,88427.1,0
1543,0,103710.39,0
1544,1,113267.97,0
1545,1,97947.26,0
1546,0,143840.83,0
1547,0,85356.77,0
1548,0,186759.45,1
1549,1,127304.91,0
1550,0,133049.19,0
1551,0,74546.72,0
1552,1,155532.88,0
1553,0,95514.3,0
1554,1,98793.23,0
1555,0,124547.54,0
1556,1,109367.42,0
1557,0,110035.43,0
1558,1,85771.46,0
1559,0,100458.14,0
1560,1,67768.31,0
1561,0,139908.08,0
1562,1,164459.45,0
1563,1,130851.82,0
1564,0,162335.8,0
1565,0,97774.77,0
1566,1,113694.2,0
1567,1,99109.36,0
1568,1,183130.9,1
1569,1,106195.18,0
1570,0,107035.15,0
1571,1,106293.41,0
1572,0,108916.69,0
1573,1,112045.6,0
1574,0,101328.5,0
1575,0,127507.16,0
1576,1,136825.19,0
1577,1,257996.95,1
1578,1,152430.56,0
1579,0,149396.48,0
1580,0,216947.4,1
1581,1,125458.92,0
1582,0,56721.094,0
1583,0,131789.02,0
1584,1,209687.7,1
1585,0,96610.25,0
1586,1,109242.85,0
1587,0,136107.67,0
1588,0,170738.16,0
1589,1,107604.11,0
1590,0,174810.64,0
1591,1,174586.0,0
1592,1,216825.6,1
1593,0,113988.24,0
1594,0,129646.7,0
1595,0,162919.3,0
1596,1,125859.54,0
1597,1,93951.92,0
1598,1,120013.83,0
1599,0,172954.84,0
1600,1,152453.05,0
1601,1,191709.84,1
1602,0,117266.52,0
1603,1,62870.074,0
1604,1,171532.42,0
1605,1,120263.07,0
1606,0,177201.62,0
1607,0,83664.53,0
1608,1,166680.45,0
1609,1,175403.62,0
1610,1,161371.66,0
1611,0,124800.22,0
1612,0,97867.79,0
1613,0,90155.01,0
1614,0,158444.5,0
1615,0,109760.16,0
1616,1,124629.61,0
1617,0,107691.8,0
1618,0,101538.12,0
1619,1,99646.84,0
1620,0,155600.58,0
1621,0,73756.08,0
1622,1,116349.74,0
1623,0,85561.39,0
1624,0,131900.44,0
1625,0,120826.9,0
1626,1,108261.95,0
1627,1,73072.734,0
1628,0,127812.55,0
1629,0,207213.8,1
1630,1,156555.14,0
1631,1,108035.46,0
1632,0,83251.66,0
1633,0,162466.6,0
1634,0,118169.24,0
1635,1,154388.77,0
1636,0,166681.64,0
1637,0,107045.11,0
1638,1,142589.8,0
1639,0,113622.42,0
1640,0,125441.76,0
1641,0,142866.64,0
1642,0,118454.68,0
1643,1,130303.27,0
1644,1,111216.68,0
1645,0,150059.19,0
1646,0,151650.94,0
1647,0,108432.35,0
1648,1,137262.56,0
1649,1,116855.41,0
1650,1,90591.74,0
1651,0,141923.6,0
1652,1,79881.49,0
1653,1,83503.37,0
1654,0,103676.67,0
1655,0,66580.87,0
1656,0,88067.71,0
1657,1,131867.42,0
1658,0,121006.99,0
1659,0,64103.395,0
1660,1,105701.77,0
1661,1,125589.87,0
1662,0,147776.5,0
1663,1,117660.88,0
1664,1,156895.66,0
1665,1,56400.48,0
1666,1,114409.34,0
1667,1,168753.81,0
1668,1,95467.16,0
1669,0,109909.2,0
1670,1,74963.6,0
1671,1,92434.2,0
1672,1,119243.83,0
1673,1,177304.36,0
1674,0,118155.75,0
1675,1,108853.37,0
1676,0,131532.3,0
1677,1,123694.9,0
1678,0,71280.78,0
1679,1,129509.27,0
1680,0,87808.1,0
1681,1,127849.9,0
1682,0,92741.94,0
1683,0,135645.16,0
1684,1,109012.35,0
1685,1,138930.89,0
1686,0,104547.73,0
1687,1,188615.69,1
1688,1,58132.31,0
1689,0,107616.91,0
1690,1,221297.38,1
1691,0,92766.45,0
1692,1,160518.39,0
1693,1,139786.02,0
1694,0,64387.56,0
1695,1,108322.64,0
1696,0,170184.3,0
1697,0,127461.83,0
1698,0,98253.96,0
1699,0,161355.17,0
1700,1,121378.35,0
1701,0,180572.38,1
1702,1,91870.73,0
1703,1,93867.44,0
1704,0,133351.81,0
1705,0,118090.68,0
1706,1,142868.31,0
1707,0,195691.56,1
1708,1,78756.12,0
1709,0,158636.84,0
1710,0,104734.89,0
1711,0,159204.7,0
1712,1,113364.69,0
1713,0,80238.33,0
1714,0,97933.32,0
1715,1,96581.94,0
1716,0,167333.27,0
1717,1,164603.44,0
1718,0,155930.05,0
1719,1,77781.97,0
1720,0,102847.77,0
1721,0,192444.12,1
1722,1,137485.81,0
1723,1,138920.02,0
1724,1,95442.78,0
1725,0,123071.97,0
1726,1,66875.64,0
1727,0,131554.56,0
1728,1,115584.5,0
1729,1,173352.64,0
1730,0,112089.96,0
1731,1,111375.93,0
1732,1,106277.9,0
1733,1,164548.14,0
1734,0,68858.05,0
1735,0,122858.27,0
1736,0,182165.58,1
1737,0,80921.625,0
1738,1,142087.55,0
1739,1,163661.64,0
1740,0,123161.09,0
1741,1,143478.75,0
1742,0,105430.58,0
1743,1,131065.69,0
1744,0,134751.98,0
1745,0,119200.92,0
1746,1,147453.44,0
1747,0,98422.05,0
1748,1,191499.98,1
1749,1,154544.5,0
1750,1,103985.68,0
1751,1,109990.13,0
1752,0,155408.81,0
1753,1,74960.48,0
1754,1,122802.39,0
1755,1,105995.73,0
1756,0,107639.45,0
1757,0,166445.81,0
1758,0,80346.16,0
1759,1,103543.33,0
1760,1,155017.69,0
1761,1,156836.81,0
1762,1,133433.58,0
1763,0,147245.03,0
1764,1,128054.22,0
1765,0,106679.54,0
1766,1,57518.86,0
1767,1,84281.84,0
1768,0,115538.69,0
1769,1,127524.19,0
1770,1,105894.76,0
1771,1,85982.42,0
1772,0,151321.95,0
1773,1,110672.62,0
1774,1,150525.44,0
1775,0,126132.22,0
1776,0,159425.19,0
1777,0,106470.0,0
1778,1,143825.75,0
1779,0,151762.06,0
1780,0,95160.53,0
1781,0,86044.58,0
1782,0,146334.47,0
1783,0,156771.52,0
1784,1,191538.94,1
1785,0,147739.36,0
1786,0,55861.31,0
1787,0,160977.34,0
1788,1,163388.86,0
1789,1,72643.08,0
1790,0,135326.77,0
1791,0,118283.84,0
1792,1,108894.51,0
1793,0,155777.8,0
1794,1,147164.72,0
1795,0,139720.84,0
1796,0,72946.66,0
1797,1,143112.84,0
1798,0,166076.25,0
1799,0,147866.9,0
1800,1,106357.0,0
1801,1,89403.56,0
1802,1,95110.46,0
1803,0,112503.81,0
1804,0,59637.29,0
1805,1,130855.35,0
1806,0,123191.83,0
1807,0,120718.75,0
1808,1,155357.56,0
1809,0,132401.86,0
1810,1,126936.67,0
1811,1,63605.613,0
1812,0,151968.75,0
1813,0,152346.36,0
1814,1,173736.36,0
1815,1,105890.22,0
1816,0,108283.96,0
1817,1,170307.66,0
1818,0,125282.03,0
1819,0,150390.69,0
1820,1,148348.16,0
1821,1,89249.02,0
1822,1,85442.9,0
1823,0,138532.45,0
1824,1,91795.53,0
1825,1,97982.57,0
1826,1,165307.75,0
1827,0,138639.9,0
1828,0,125698.66,0
1829,1,80769.46,0
1830,0,103854.62,0
1831,0,168421.4,0
1832,0,105156.67,0
1833,0,79571.65,0
1834,0,94977.46,0
1835,1,115375.48,0
1836,0,128756.02,0
1837,0,69874.63,0
1838,1,127715.85,0
1839,0,125006.14,0
1840,1,93712.25,0
1841,1,147567.48,0
1842,0,88118.91,0
1843,1,95367.1,0
1844,0,172445.81,0
1845,0,123316.14,0
1846,1,157447.72,0
1847,1,135836.77,0
1848,0,60477.363,0
1849,0,192344.62,1
1850,0,116445.32,0
1851,1,70716.55,0
1852,0,126868.24,0
1853,0,105550.6,0
1854,0,89865.78,0
1855,0,142915.05,0
1856,1,132978.12,0
1857,1,120679.86,0
1858,0,103183.31,0
1859,0,161932.11,0
1860,1,93392.62,0
1861,1,148446.56,0
1862,0,156477.45,0
1863,1,167652.36,0
1864,1,102297.55,0
1865,1,92068.72,0
1866,1,108438.96,0
1867,0,175649.42,0
1868,0,151052.17,0
1869,1,98236.98,0
1870,1,142217.4,0
1871,1,77500.266,0
1872,1,133053.8,0
1873,0,108544.57,0
1874,0,206308.38,1
1875,0,133175.98,0
1876,1,91868.75,0
1877,1,129521.98,0
1878,1,122578.41,0
1879,1,65862.22,0
1880,1,60886.22,0
1881,1,65493.605,0
1882,0,76413.04,0
1883,1,126820.07,0
1884,1,114918.4,0
1885,1,61637.035,0
1886,1,121655.12,0
1887,1,86373.81,0
1888,0,171703.19,0
1889,1,84114.1,0
1890,1,148763.02,0
1891,0,130383.18,0
1892,1,114820.54,0
1893,1,97491.16,0
1894,1,128124.64,0
1895,1,178090.19,1
1896,0,140375.69,0
1897,0,63520.6,0
1898,0,88402.05,0
1899,1,174185.02,0
1900,0,121917.09,0
1901,0,185814.8,1
1902,0,131511.34,0
1903,0,120935.75,0
1904,0,166852.45,0
1905,0,168034.48,0
1906,0,141862.38,0
1907,0,107385.39,0
1908,1,147531.34,0
1909,1,160077.12,0
1910,0,59285.86,0
1911,1,177189.88,0
1912,1,105764.87,0
1913,0,167333.67,0
1914,1,104823.59,0
1915,1,108955.64,0
1916,0,125492.12,0
1917,1,203164.02,1
1918,0,113429.61,0
1919,0,185316.08,1
1920,1,149884.45,0
1921,0,148912.69,0
1922,1,107254.38,0
1923,0,157882.55,0
1924,0,65215.45,0
1925,1,123825.65,0
1926,1,127857.65,0
1927,1,69977.58,0
1928,1,63058.125,0
1929,0,151509.1,0
1930,0,96403.46,0
1931,1,117591.72,0
1932,1,77600.8,0
1933,0,98878.73,0
1934,0,121229.55,0
1935,1,155069.19,0
1936,1,185126.28,1
1937,1,114241.06,0
1938,0,86150.42,0
1939,0,162323.03,0
1940,0,129897.81,0
1941,1,154239.81,0
1942,0,147317.03,0
1943,1,114409.82,0
1944,1,171372.08,0
1945,0,90334.37,0
1946,1,81147.69,0
1947,0,134126.47,0
1948,1,137740.61,0
1949,0,67563.64,0
1950,0,183383.81,1
1951,0,174805.05,0
1952,1,125688.18,0
1953,1,156263.64,0
1954,1,180827.23,1
1955,0,164780.6,0
1956,0,75317.99,0
1957,0,58402.52,0
1958,1,86454.19,0
1959,0,173615.23,0
1960,1,66499.71,0
1961,0,109132.23,0
1962,0,189097.31,1
1963,1,131347.02,0
1964,0,107280.3,0
1965,1,138875.27,0
1966,0,155826.62,0
1967,1,120625.26,0
1968,1,152490.22,0
1969,0,64452.965,0
1970,1,72757.805,0
1971,0,83641.78,0
1972,1,76102.45,0
1973,1,174684.34,0
1974,0,159845.4,0
1975,1,139360.66,0
1976,1,159890.81,0
1977,1,153671.72,0
1978,1,184882.0,1
1979,1,92602.55,0
1980,0,110201.51,0
1981,1,141803.34,0
1982,0,173329.58,0
1983,1,143888.33,0
1984,1,74429.9,0
1985,1,197652.16,1
1986,1,145931.52,0
1987,0,123130.06,0
1988,0,133858.66,0
1989,1,130955.63,0
1990,1,83748.97,0
1991,0,74252.4,0
1992,0,105867.37,0
1993,1,104116.9,0
1994,0,102436.01,0
1995,1,86403.49,0
1996,1,63374.45,0
1997,0,58171.055,0
1998,1,153203.69,0
1999,1,153428.05,0
2000,1,122845.42,0
2001,0,105635.29,0
2002,0,94521.56,0
2003,1,187452.16,1
2004,1,42137.7,0
2005,0,140122.55,0
2006,0,203166.95,1
2007,1,208923.62,1
2008,0,85569.87,0
2009,1,65006.19,0
2010,0,155204.9,0
2011,0,168682.19,0
2012,1,76859.28,0
2013,0,106132.67,0
2014,0,157396.72,0
2015,0,154566.3,0
2016,0,81913.61,0
2017,0,143007.2,0
2018,0,103296.49,0
2019,0,205396.77,1
2020,0,129161.21,0
2021,0,134266.8,0
2022,1,133014.39,0
2023,0,67315.586,0
2024,1,120747.24,0
2025,1,106198.57,0
2026,1,108724.73,0
2027,1,109289.2,0
2028,1,102983.02,0
2029,0,107253.08,0
2030,1,119168.15,0
2031,1,92551.13,0
2032,1,165274.31,0
2033,0,84595.67,0
2034,0,157683.8,0
2035,0,69234.38,0
2036,0,105699.29,0
2037,1,116173.27,0
2038,1,144103.14,0
2039,1,123751.86,0
2040,1,194754.48,1
2041,0,150856.7,0
2042,1,195340.08,1
2043,1,59615.34,0
2044,1,132987.72,0
2045,0,104551.01,0
2046,0,123419.05,0
2047,1,219197.92,1
2048,1,105180.64,0
2049,0,192699.8,1
2050,0,138958.56,0
2051,0,137432.17,0
2052,1,92796.47,0
2053,0,104361.15,0
2054,0,129356.74,0
2055,0,149588.23,0
2056,1,104086.94,0
2057,0,108016.01,0
2058,0,119229.43,0
2059,0,167291.52,0
2060,0,170578.38,0
2061,0,124310.89,0
2062,0,133268.17,0
2063,0,113666.23,0
2064,1,89665.31,0
2065,0,101765.78,0
2066,0,98231.84,0
2067,1,164087.69,0
2068,0,141967.39,0
2069,1,162341.02,0
2070,0,144679.31,0
2071,0,100516.13,0
2072,0,143416.27,0
2073,1,126912.29,0
2074,0,143510.94,0
2075,1,90636.13,0
2076,1,115910.92,0
2077,0,102891.62,0
2078,1,83815.75,0
2079,0,121757.79,0
2080,0,121943.86,0
2081,0,109029.85,0
2082,1,102588.72,0
2083,0,101059.78,0
2084,1,160258.7,0
2085,1,140428.69,0
2086,1,139797.2,0
2087,1,177935.84,1
2088,0,74852.71,0
2089,0,138167.19,0
2090,1,122495.92,0
2091,1,120441.18,0
2092,1,117195.53,0
2093,0,107421.15,0
2094,1,130380.28,0
2095,0,92946.15,0
2096,0,103928.67,0
2097,0,103413.41,0
2098,1,114823.8,0
2099,0,93183.04,0
2100,0,133700.47,0
2101,1,70900.14,0
2102,0,184366.23,1
2103,1,95310.28,0
2104,1,129695.12,0
2105,0,87256.65,0
2106,1,145401.45,0
2107,0,140401.8,0
2108,0,87487.16,0
2109,1,103354.83,0
2110,0,130764.54,0
2111,1,178174.28,1
2112,1,193667.7,1
2113,0,116206.48,0
2114,0,108924.25,0
2115,1,170165.78,0
2116,1,109297.63,0
2117,0,119074.28,0
2118,1,102936.6,0
2119,0,134601.31,0
2120,0,66801.66,0
2121,1,112503.53,0
2122,0,86510.26,0
2123,0,91185.29,0
2124,1,137052.83,0
2125,0,182181.23,1
2126,1,182380.77,1
2127,0,121632.69,0
2128,1,105513.49,0
2129,1,121856.62,0
2130,0,102867.91,0
2131,0,121196.74,0
2132,0,132714.08,0
2133,0,155340.89,0
2134,1,170265.94,0
2135,0,114821.25,0
2136,0,119403.45,0
2137,0,131953.67,0
2138,0,140226.61,0
2139,1,119201.18,0
2140,0,124443.44,0
2141,1,140804.55,0
2142,1,202536.02,1
2143,0,108052.6,0
2144,0,66700.45,0
2145,0,94017.5,0
2146,1,88388.6,0
2147,0,166265.7,0
2148,1,93641.29,0
2149,1,115309.25,0
2150,1,92819.42,0
2151,0,98962.4,0
2152,0,142057.84,0
2153,0,66481.055,0
2154,0,148251.39,0
2155,0,80197.69,0
2156,0,97460.19,0
2157,1,178380.2,1
2158,1,129728.04,0
2159,1,180868.02,1
2160,1,123720.02,0
2161,0,151174.08,0
2162,0,178324.19,1
2163,1,127332.87,0
2164,0,124110.15,0
2165,1,141074.89,0
2166,1,170790.5,0
2167,0,174939.86,0
2168,1,76176.95,0
2169,0,120902.02,0
2170,1,116651.6,0
2171,1,128371.06,0
2172,0,150360.98,0
2173,0,153770.55,0
2174,1,131780.31,0
2175,0,126821.47,0
2176,0,138716.06,0
2177,0,81285.52,0
2178,1,171799.8,0
2179,0,128405.34,0
2180,1,106268.65,0
2181,0,127824.37,0
2182,1,144625.23,0
2183,0,88513.7,0
2184,1,110755.71,0
2185,0,176533.23,0
2186,1,133115.3,0
2187,0,56002.785,0
2188,0,130198.5,0
2189,1,151692.42,0
2190,0,92139.09,0
2191,0,144428.84,0
2192,1,87929.15,0
2193,1,122407.76,0
2194,0,147046.23,0
2195,1,134342.8,0
2196,0,141778.81,0
2197,1,129332.12,0
2198,0,109464.32,0
2199,0,103908.6,0
2200,0,99898.15,0
2201,1,146088.84,0
2202,1,155131.73,0
2203,0,111337.9,0
2204,1,87823.76,0
2205,0,159908.06,0
2206,1,49038.773,0
2207,1,120082.86,0
2208,1,141925.56,0
2209,1,136676.98,0
2210,0,99277.51,0
2211,0,132990.3,0
2212,0,79407.16,0
2213,0,194963.2,1
2214,0,134640.12,0
2215,1,84089.49,0
2216,1,74854.56,0
2217,1,64305.906,0
2218,1,154481.3,0
2219,0,100696.24,0
2220,1,196689.2,1
2221,1,122884.36,0
2222,1,81328.02,0
2223,0,178289.16,1
2224,1,171951.73,0
2225,0,111945.26,0
2226,1,185025.84,1
2227,1,93518.45,0
2228,1,210967.66,1
2229,1,107898.25,0
2230,1,183608.38,1
2231,1,70685.484,0
2232,1,113048.12,0
2233,1,143550.56,0
2234,1,184683.27,1
2235,0,140566.92,0
2236,0,51293.21,0
2237,1,125481.93,0
2238,0,141810.56,0
2239,1,108496.05,0
2240,1,144242.66,0
2241,0,153549.38,0
2242,0,107166.58,0
2243,1,123872.5,0
2244,0,98009.71,0
2245,0,106175.02,0
2246,0,112518.19,0
2247,0,190280.45,1
2248,1,168892.95,0
2249,0,116975.7,0
2250,0,150071.72,0
2251,1,99105.42,0
2252,1,150230.12,0
2253,0,172708.84,0
2254,1,160526.27,0
2255,1,163022.6,0
2256,1,131156.38,0
2257,0,79225.266,0
2258,0,91974.74,0
2259,0,111857.67,0
2260,0,191076.2,1
2261,0,187307.56,1
2262,1,152233.95,0
2263,0,181396.2,1
2264,1,163399.48,0
2265,0,90798.69,0
2266,0,192659.92,1
2267,1,90389.18,0
2268,0,156883.27,0
2269,1,69892.82,0
2270,1,85332.41,0
2271,1,197903.4,1
2272,1,161792.08,0
2273,0,138801.58,0
2274,0,114312.1,0
2275,1,188250.81,1
2276,0,146524.89,0
2277,0,139823.52,0
2278,0,41756.47,0
2279,0,131549.66,0
2280,1,89301.36,0
2281,0,180155.94,1
2282,1,237865.14,1
2283,0,150256.67,0
2284,0,109305.01,0
2285,0,101240.13,0
2286,0,119355.26,0
2287,0,78911.375,0
2288,1,120628.39,0
2289,0,135025.23,0
2290,1,114400.22,0
2291,0,125588.59,0
2292,0,83545.09,0
2293,1,99670.44,0
2294,0,88113.19,0
2295,0,136594.77,0
2296,0,98582.12,0
2297,1,143318.05,0
2298,0,118542.41,0
2299,0,167183.05,0
2300,0,129342.01,0
2301,0,165368.27,0
2302,0,164076.27,0
2303,1,151291.9,0
2304,1,242348.31,1
2305,0,139364.52,0
2306,1,101859.44,0
2307,0,132465.19,0
2308,1,140553.83,0
2309,0,69349.44,0
2310,1,189706.31,1
2311,1,141872.88,0
2312,0,141961.58,0
2313,1,75691.68,0
2314,0,124843.52,0
2315,0,129636.03,0
2316,1,122669.59,0
2317,0,108503.47,0
2318,0,111771.68,0
2319,0,150490.4,0
2320,1,85993.98,0
2321,1,16277.736,0
2322,0,97671.97,0
2323,1,91487.75,0
2324,1,122645.52,0
2325,0,119344.36,0
2326,0,106423.88,0
2327,1,79344.0,0
2328,1,88784.07,0
2329,1,166786.66,0
2330,1,115652.08,0
2331,0,94924.79,0
2332,1,100005.68,0
2333,0,113102.52,0
2334,1,157281.31,0
2335,0,58673.305,0
2336,0,113426.92,0
2337,0,127012.02,0
2338,0,87243.13,0
2339,0,140824.52,0
2340,1,218584.88,1
2341,1,202117.94,1
2342,1,81153.78,0
2343,0,142937.73,0
2344,1,115020.54,0
2345,0,94161.43,0
2346,1,134024.9,0
2347,1,111074.49,0
2348,1,144462.94,0
2349,0,206983.34,1
2350,0,152586.97,0
2351,1,157935.4,0
2352,0,101631.81,0
2353,1,166324.25,0
2354,1,125178.18,0
2355,1,107879.09,0
2356,1,128902.4,0
2357,1,126115.59,0
2358,0,126268.34,0
2359,0,148101.58,0
2360,0,131873.17,0
2361,0,140068.73,0
2362,1,119507.0,0
2363,0,117556.03,0
2364,0,157721.95,0
2365,0,141306.66,0
2366,0,198243.6,1
2367,1,182304.36,1
2368,0,152589.48,0
2369,1,83115.92,0
2370,1,88770.0,0
2371,0,140816.88,0
2372,1,139339.31,0
2373,1,120049.3,0
2374,1,86105.84,0
2375,1,87711.42,0
2376,1,93403.42,0
2377,1,206869.94,1
2378,0,124006.75,0
2379,0,111268.93,0
2380,0,217045.31,1
2381,0,99408.97,0
2382,0,159533.62,0
2383,1,51674.27,0
2384,1,150100.2,0
2385,1,126661.16,0
2386,0,159189.16,0
2387,0,164202.28,0
2388,1,95636.44,0
2389,1,68209.26,0
2390,0,30783.518,0
2391,1,135891.56,0
2392,0,125085.95,0
2393,1,134983.5,0
2394,1,111847.62,0
2395,0,126239.48,0
2396,0,90817.18,0
2397,1,98009.95,0
2398,1,101727.29,0
2399,0,138237.89,0
2400,0,175703.69,0
2401,1,150520.89,0
2402,0,69551.84,0
2403,0,116167.07,0
2404,0,170811.48,0
2405,1,71140.63,0
2406,1,132118.3,0
2407,0,105863.31,0
2408,0,161199.45,0
2409,1,208023.78,1
